Date,Price,Location,Bedroom,PropertyType
2022-09-03,145000000,Wuye,5,terraced duplex
2022-09-07,110000000,Guzape District,5,terraced duplex
2022-09-07,250000000,Guzape District,5,detached duplex
2022-09-08,90000000,Mabushi,4,detached duplex
2022-09-16,950000000,Maitama District,7,detached duplex
2022-09-16,300000000,Katampe,6,detached duplex
2022-08-23,105000000,Gwarinpa,6,detached duplex
2022-09-07,350000000,Jabi,6,detached duplex
2022-09-16,85000000,Gaduwa,5,detached duplex
2022-09-09,33000000,Life Camp,4,semi-detached duplex
2022-09-16,120000000,Gaduwa,6,detached duplex
2022-09-16,100000000,Gaduwa,5,detached duplex
2022-09-11,300000000,Jabi,5,detached duplex
2022-09-16,450000000,Wuye,5,detached duplex
2022-05-16,110000000,Guzape District,4,terraced duplex
2022-01-21,620000000,Asokoro District,6,detached duplex
2022-09-16,100000000,Kaura,5,detached duplex
2022-01-26,550000000,Wuye,5,detached duplex
2022-09-05,64500000,Katampe,4,semi-detached duplex
2022-09-12,789508308,Asokoro District,4,detached duplex
2022-09-16,85000000,Wuye,4,terraced duplex
2021-08-30,160000000,Jabi,6,detached duplex
2021-08-30,120000000,Jabi,5,detached duplex
2022-04-03,850000000,Katampe,8,detached duplex
2022-04-17,260000000,Guzape District,5,detached duplex
2022-04-26,850000000,Guzape District,6,detached duplex
2022-04-26,550000000,Garki,3,block of flats
2022-06-08,1500000000,Maitama District,10,detached duplex
2022-07-04,230000000,Guzape District,5,detached duplex
2022-07-09,380000000,Katampe,5,detached duplex
2022-07-14,130000000,Apo,3,terraced duplex
2022-07-14,900000000,Guzape District,9,detached duplex
2022-07-14,100000000,Mabushi,4,terraced duplex
2022-08-09,220000000,Wuye,5,terraced duplex
2022-08-09,210000000,Jahi,4,semi-detached duplex
2022-08-10,300000000,Gwarinpa,5,detached duplex
2022-08-12,180000000,Guzape District,4,semi-detached duplex
2022-08-20,717734826,Wuye,5,detached duplex
2022-09-15,65000000,Kubwa,3,semi-detached duplex
2022-08-26,900000000,Asokoro District,6,detached duplex
2022-09-03,170000000,Jahi,5,terraced duplex
2022-09-12,150000000,Wuye,5,terraced duplex
2022-09-15,35000000,Life Camp,4,terraced duplex
2022-09-05,37000000,Lokogoma District,3,detached bungalow
2022-08-28,115000000,Apo,4,detached duplex
2022-09-15,1600000000,Maitama District,8,detached duplex
2021-11-28,40000000,Life Camp,4,terraced duplex
2022-09-09,65000000,Jahi,3,block of flats
2022-09-15,125000000,Katampe,4,terraced duplex
2022-09-15,260000000,Apo,5,house
2022-09-15,170000000,Garki,2,block of flats
2022-09-15,12000000,Galadimawa,2,detached bungalow
2022-09-15,80000000,Wuye,4,terraced duplex
2022-09-15,270000000,Guzape District,5,detached duplex
2022-09-15,150000000,Katampe,4,detached duplex
2022-09-15,40000000,Kaura,4,terraced duplex
2022-09-15,1000000000,Guzape District,5,detached duplex
2022-09-15,300000000,Gwarinpa,4,detached duplex
2022-09-15,120000000,Kaura,5,terraced duplex
2022-07-08,120000000,Life Camp,4,semi-detached duplex
2022-07-14,150000000,Asokoro District,4,detached duplex
2022-07-15,95000000,Asokoro District,2,block of flats
2022-07-20,47000000,Asokoro District,2,terraced duplex
2022-07-20,400000000,Asokoro District,4,detached duplex
2022-07-28,68000000,Gwarinpa,3,detached bungalow
2022-08-11,500000000,Wuse,8,detached duplex
2022-08-11,100000000,Wuye,4,terraced duplex
2022-08-19,135000000,Gaduwa,5,detached duplex
2022-08-20,80000000,Lokogoma District,4,detached duplex
2022-08-27,150000000,Kaura,4,detached duplex
2022-08-27,220000000,Gaduwa,5,detached duplex
2022-09-10,150000000,Asokoro District,5,detached duplex
2022-09-13,95000000,Asokoro District,4,detached duplex
2022-09-15,85000000,Kukwaba,4,detached duplex
2022-06-01,210000000,Jabi,4,terraced duplex
2022-09-15,1300000000,Maitama District,8,detached duplex
2022-07-30,1000000000,Maitama District,7,detached duplex
2022-08-29,1300000000,Maitama District,9,detached duplex
2022-09-15,170000000,Gwarinpa,5,house
2022-03-12,250000000,Jabi,4,terraced duplex
2022-09-15,250000000,Gwarinpa,7,detached duplex
2022-09-15,250000000,Asokoro District,4,detached bungalow
2022-09-15,1500000000,Guzape District,5,detached duplex
2022-09-15,900000000,Asokoro District,4,detached duplex
2022-09-15,70000000,Gwarinpa,4,semi-detached duplex
2022-09-14,200000000,Jabi,4,house
2022-09-14,60000000,Guzape District,4,terraced duplex
2022-09-14,70000000,Durumi,4,terraced duplex
2022-08-19,70000000,Guzape District,4,terraced duplex
2022-04-06,270000000,Guzape District,5,house
2022-09-14,150000000,Kaura,5,terraced duplex
2022-09-14,90000000,Life Camp,4,terraced duplex
2022-09-14,3000000000,Asokoro District,8,detached duplex
2021-04-03,350000000,Katampe,4,detached duplex
2021-04-07,250000000,Guzape District,5,detached duplex
2021-05-08,230000000,Guzape District,5,detached duplex
2021-07-21,1300000000,Asokoro District,8,house
2022-03-12,670000000,Wuse 2,7,detached duplex
2021-08-21,280000000,Wuye,5,detached duplex
2022-03-20,75000000,Life Camp,4,terraced duplex
2022-05-16,190000000,Mabushi,3,block of flats
2022-01-08,65000000,Mbora (Nbora),4,semi-detached duplex
2022-05-13,800000000,Katampe,7,detached duplex
2022-05-13,400000000,Katampe,5,detached duplex
2022-05-25,55000000,Lugbe District,4,terraced duplex
2022-07-27,140000000,Jahi,4,terraced duplex
2022-07-28,350000000,Guzape District,5,detached duplex
2022-09-14,320000000,Maitama District,4,terraced duplex
2022-07-30,95000000,Wuye,4,terraced duplex
2022-08-02,120000000,Wuye,4,house
2022-09-12,155000000,Wuye,5,semi-detached duplex
2022-09-14,75000000,Durumi,4,terraced duplex
2022-09-13,1000000000,Guzape District,6,detached duplex
2022-09-13,500000000,Gwarinpa,7,detached duplex
2022-09-13,2500000000,Katampe,5,detached duplex
2022-08-30,200000000,Life Camp,4,detached duplex
2022-08-30,210000000,Life Camp,4,detached duplex
2022-09-13,230000000,Asokoro District,4,terraced duplex
2022-04-12,150000000,Lugbe District,3,block of flats
2022-09-13,300000000,Asokoro District,4,detached duplex
2022-05-12,600000000,Asokoro District,7,detached duplex
2021-11-16,6000000,Guzape District,2,detached bungalow
2020-12-17,1400000000,Maitama District,6,detached duplex
2022-09-07,14000000,Lugbe District,2,house
2022-09-13,370000000,Wuye,5,detached duplex
2022-09-13,150000000,Wuye,4,terraced duplex
2022-09-12,100000000,Lugbe District,5,detached duplex
2022-09-12,300000000,Wuse 2,4,semi-detached duplex
2022-09-12,38000000,Jahi,2,block of flats
2022-07-02,300000000,Maitama District,4,terraced duplex
2022-09-12,270000000,Apo,6,detached duplex
2022-04-04,41500000,Life Camp,3,terraced duplex
2022-09-12,38000000,Kubwa,5,detached duplex
2022-09-12,130000000,Galadimawa,5,detached duplex
2022-09-12,90000000,Lugbe District,3,semi-detached bungalow
2022-09-12,85000000,Karmo,5,terraced duplex
2022-09-12,85000000,Jahi,4,terraced duplex
2022-09-10,350000000,Wuye,7,detached duplex
2022-09-12,155000000,Wuye,4,detached duplex
2022-09-12,2000000000,Asokoro District,8,detached duplex
2022-09-12,2655618856,Guzape District,8,detached duplex
2022-09-12,400000000,Asokoro District,5,semi-detached duplex
2022-08-29,30000000,Lugbe District,3,detached bungalow
2022-09-11,550000000,Wuye,5,detached duplex
2022-08-24,310000000,Jabi,5,detached duplex
2022-09-11,65000000,Duboyi,2,terraced duplex
2022-09-11,100000000,Idu Industrial,4,detached duplex
2022-09-11,100000000,Life Camp,5,terraced duplex
2022-08-22,48000000,Gwarinpa,4,detached duplex
2022-09-11,1000000000,Maitama District,7,detached duplex
2022-09-11,85000000,Guzape District,4,terraced duplex
2022-09-11,45000000,Idu Industrial,4,semi-detached bungalow
2022-09-11,1400000000,Maitama District,8,detached duplex
2021-08-20,75000000,Wuse,3,block of flats
2022-09-11,1200000000,Asokoro District,8,detached duplex
2022-09-11,2800000000,Asokoro District,8,detached duplex
2022-09-11,1500000000,Asokoro District,10,detached duplex
2022-09-11,1000000000,Asokoro District,8,detached duplex
2022-09-11,60000000,Idu Industrial,4,semi-detached duplex
2022-09-11,110000000,Asokoro District,4,terraced duplex
2022-09-10,350000000,Katampe,5,detached duplex
2022-09-10,45000000,Durumi,3,block of flats
2021-02-22,150000000,Guzape District,4,terraced duplex
2021-06-02,180000000,Asokoro District,4,terraced duplex
2022-09-07,65000000,Katampe,4,semi-detached duplex
2022-08-20,220000000,Apo,5,detached duplex
2020-12-17,855000000,Mabushi,6,detached duplex
2022-09-10,2000000000,Maitama District,8,detached duplex
2022-07-24,900000000,Maitama District,5,detached duplex
2022-06-16,165000000,Wumba,4,detached duplex
2022-08-22,85000000,Gwarinpa,3,detached bungalow
2022-09-09,140000000,Jabi,4,terraced duplex
2022-09-09,1300000000,Asokoro District,6,detached duplex
2022-07-08,26000000,Life Camp,3,terraced duplex
2022-08-03,25000000,Life Camp,3,terraced duplex
2022-09-09,250000000,Wuse 2,4,semi-detached duplex
2022-09-09,90000000,Guzape District,4,terraced duplex
2022-07-31,140000000,Jahi,4,terraced duplex
2022-08-31,200000000,Jahi,4,semi-detached duplex
2022-09-09,350000000,Wuye,6,detached duplex
2022-09-09,72000000,Karmo,4,semi-detached duplex
2021-09-03,350000000,Katampe,5,semi-detached duplex
2022-04-26,62500000,Gwarinpa,4,terraced duplex
2022-09-09,110000000,Katampe,4,semi-detached duplex
2022-09-09,65000000,Jahi,3,block of flats
2022-09-09,320000000,Guzape District,5,detached duplex
2022-08-18,140000000,Life Camp,4,terraced duplex
2022-08-11,700000000,Wuse,4,semi-detached duplex
2022-08-11,700000000,Asokoro District,6,semi-detached duplex
2022-08-15,900000000,Katampe,4,detached duplex
2022-08-08,750000000,Maitama District,5,semi-detached duplex
2022-08-09,300000000,Jahi,5,detached duplex
2022-08-10,80000000,Idu Industrial,4,semi-detached duplex
2022-09-08,90000000,Life Camp,3,semi-detached duplex
2021-01-22,65000000,Jahi,3,block of flats
2021-05-06,55000000,Jahi,3,house
2021-06-01,1200000000,Katampe,4,terraced duplex
2022-09-08,110000000,Guzape District,4,house
2022-09-08,2000000000,Asokoro District,8,detached duplex
2022-09-08,45000000,Lugbe District,3,detached bungalow
2022-09-08,45000000,Wuse,3,block of flats
2022-09-08,1300000000,Asokoro District,10,detached duplex
2022-09-08,80000000,Kaura,5,detached duplex
2022-09-08,280000000,Guzape District,6,detached duplex
2022-09-08,140000000,Guzape District,4,terraced duplex
2022-09-08,350000000,Wuse 2,4,house
2022-09-08,55000000,Dakwo,3,detached bungalow
2022-08-08,300000000,Guzape District,5,detached duplex
2022-09-08,200000000,Jabi,4,terraced duplex
2022-08-01,700000000,Guzape District,5,semi-detached duplex
2022-07-17,3373353681,Asokoro District,8,detached duplex
2022-06-10,1600000000,Katampe,3,block of flats
2022-04-04,1800000000,Katampe,3,block of flats
2022-04-12,1800000000,Maitama District,9,detached duplex
2022-09-07,95000000,Jahi,4,terraced duplex
2022-09-07,39000000,Lokogoma District,3,detached bungalow
2022-07-11,65000000,Asokoro District,3,terraced duplex
2022-08-30,60000000,Lokogoma District,5,detached duplex
2022-05-30,40000000,Lokogoma District,3,semi-detached bungalow
2022-07-09,70000000,Gaduwa,4,terraced duplex
2022-07-09,43000000,Mbora (Nbora),4,terraced duplex
2022-07-09,60000000,Durumi,4,terraced duplex
2022-09-07,50000000,Lokogoma District,5,detached duplex
2022-09-07,75000000,Asokoro District,3,detached duplex
2022-09-07,65000000,Lugbe District,4,semi-detached duplex
2022-09-07,45000000,Lugbe District,4,detached bungalow
2022-09-07,350000000,Durumi,2,block of flats
2022-09-07,85000000,Wuye,4,terraced duplex
2022-06-14,75000000,Lugbe District,4,semi-detached duplex
2022-07-11,130000000,Lugbe District,4,detached duplex
2022-08-24,100000000,Lugbe District,4,terraced duplex
2022-08-25,120000000,Lugbe District,4,terraced duplex
2022-08-17,70000000,Jabi,5,terraced duplex
2022-08-18,165000000,Jahi,5,terraced duplex
2022-08-18,250000000,Garki,5,detached duplex
2022-08-30,300000000,Galadimawa,8,detached duplex
2022-09-06,2800000000,Asokoro District,8,detached duplex
2022-09-06,50000000,Life Camp,3,terraced duplex
2022-09-06,2655618856,Guzape District,8,detached duplex
2021-08-16,2800000000,Asokoro District,8,detached duplex
2020-10-08,800000000,Asokoro District,7,detached duplex
2021-02-25,80000000,Guzape District,4,terraced duplex
2021-06-19,300000000,Guzape District,5,detached duplex
2021-08-30,260000000,Guzape District,5,detached duplex
2021-08-30,150000000,Guzape District,5,detached duplex
2022-09-06,180000000,Katampe,6,detached duplex
2021-02-26,65000000,Dutse,8,house
2022-09-06,60000000,Jabi,3,block of flats
2022-09-06,90000000,Apo,6,detached duplex
2022-09-06,170000000,Life Camp,5,detached duplex
2022-09-06,139000000,Life Camp,4,semi-detached duplex
2022-09-06,110000000,Life Camp,4,semi-detached duplex
2022-08-05,250000000,Jahi,5,detached duplex
2022-09-03,1000000000,Maitama District,5,detached duplex
2022-06-23,36200000,Gwarinpa,3,detached bungalow
2022-07-06,12600000,Gwarinpa,2,block of flats
2022-09-06,185000000,Gwarinpa,5,detached duplex
2022-09-05,300000000,Apo,6,detached duplex
2022-09-05,150000000,Kaura,6,semi-detached duplex
2022-09-05,200000000,Utako,8,detached duplex
2022-09-05,55000000,Jahi,2,house
2022-09-05,850000000,Guzape District,7,detached duplex
2022-05-24,170000000,Wuse,4,semi-detached bungalow
2022-09-05,47000000,Karmo,4,semi-detached duplex
2022-09-05,52000000,Karmo,4,detached duplex
2022-03-12,350000000,Jabi,5,terraced duplex
2022-07-21,65000000,Gwarinpa,4,terraced duplex
2022-05-23,90000000,Gwarinpa,4,detached duplex
2021-04-30,20000000,Bwari,4,semi-detached duplex
2022-09-03,100000000,Apo,4,semi-detached duplex
2022-08-20,300000000,Apo,4,terraced duplex
2022-09-04,205000000,Asokoro District,4,terraced duplex
2022-05-15,850000000,Katampe,8,detached duplex
2022-06-13,800000000,Katampe,6,detached duplex
2022-06-17,950000000,Guzape District,7,house
2022-09-04,100000000,Lugbe District,3,detached duplex
2022-05-18,49500000,Gwarinpa,5,terraced duplex
2022-09-04,90000000,Gwarinpa,3,detached bungalow
2022-04-24,120000000,Apo,4,detached duplex
2022-04-24,80000000,Apo,4,detached duplex
2022-06-26,40000000,Lokogoma District,5,detached duplex
2022-09-04,82000000,Wuye,4,terraced duplex
2022-09-04,350000000,Maitama District,5,semi-detached duplex
2022-08-24,165000000,Apo,6,detached duplex
2022-08-24,140000000,Dakwo,4,detached duplex
2022-09-03,100000000,Jahi,3,terraced duplex
2022-09-03,200000000,Gwarinpa,4,semi-detached duplex
2022-09-03,250000000,Maitama District,5,terraced duplex
2022-09-03,1300000000,Asokoro District,7,house
2022-09-03,95000000,Karmo,4,terraced duplex
2022-09-03,130000000,Jahi,4,terraced duplex
2022-09-03,250000000,Karsana,7,detached duplex
2022-09-03,180000000,Karsana,5,detached duplex
2022-08-28,75000000,Guzape District,4,terraced duplex
2022-09-03,70000000,Lokogoma District,3,detached duplex
2022-09-03,70000000,Karmo,4,terraced duplex
2022-09-03,170000000,Galadimawa,4,detached duplex
2022-08-31,120000000,Apo,4,semi-detached duplex
2022-09-02,130000000,Karsana,5,detached duplex
2022-05-30,270000000,Guzape District,5,detached duplex
2022-09-02,650000000,Jabi,6,detached duplex
2022-09-02,65000000,Jahi,3,block of flats
2021-03-28,30000000,Lugbe District,4,terraced duplex
2022-09-01,65000000,Guzape District,3,block of flats
2022-09-01,55000000,Guzape District,2,block of flats
2022-08-03,220000000,Wuye,5,semi-detached duplex
2022-09-01,50000000,Lokogoma District,5,detached bungalow
2022-09-01,250000000,Mabushi,5,detached duplex
2022-09-01,140000000,Mabushi,4,detached duplex
2022-09-01,150000000,Gwarinpa,5,semi-detached duplex
2022-09-01,65000000,Lugbe District,5,detached duplex
2022-06-22,240000000,Asokoro District,4,detached duplex
2022-07-03,200000000,Asokoro District,5,detached duplex
2022-08-19,180000000,Asokoro District,5,detached duplex
2022-08-20,300000000,Asokoro District,4,detached duplex
2022-05-28,50000000,Lokogoma District,4,detached duplex
2022-07-26,220000000,Gwarinpa,5,detached duplex
2022-07-26,185000000,Gwarinpa,5,detached duplex
2022-08-16,2000000000,Maitama District,8,detached duplex
2022-09-01,63000000,Karsana,4,detached bungalow
2021-07-13,19000000,Kuje,4,detached duplex
2021-07-13,17000000,Kuje,4,semi-detached duplex
2022-08-16,130000000,Apo,4,terraced duplex
2022-03-10,487000000,Guzape District,5,detached duplex
2022-08-31,250000000,Maitama District,4,terraced duplex
2022-08-31,1300000000,Maitama District,8,house
2022-08-31,180000000,Apo,4,semi-detached duplex
2022-08-31,40000000,Life Camp,4,semi-detached duplex
2022-08-31,30000000,Life Camp,4,terraced duplex
2022-05-26,850000000,Katampe,8,detached duplex
2022-08-30,68000000,Lokogoma District,4,detached duplex
2022-08-30,90000000,Apo,4,detached duplex
2022-08-30,300000000,Guzape District,5,detached duplex
2022-08-30,200000000,Mabushi,6,detached duplex
2022-08-04,125000000,Gwarinpa,5,semi-detached duplex
2022-08-04,400000000,Gwarinpa,5,detached duplex
2022-08-04,265000000,Gwarinpa,5,detached duplex
2022-08-19,250000000,Guzape District,6,detached duplex
2022-08-30,36000000,Jabi,3,detached bungalow
2022-08-30,41000000,Life Camp,3,terraced duplex
2022-06-18,45000000,Life Camp,5,terraced duplex
2022-08-29,27000000,Apo,3,detached bungalow
2022-08-29,30000000,Dakwo,3,semi-detached bungalow
2022-08-29,970000000,Guzape District,9,detached duplex
2022-08-29,33000000,Dakwo,3,detached bungalow
2022-08-29,170000000,Kaura,4,detached duplex
2022-08-29,100000000,Wuye,5,terraced duplex
2022-07-18,65000000,Jahi,4,terraced duplex
2022-04-01,2200000000,Utako,5,detached duplex
2022-08-28,350000000,Wuse,5,semi-detached duplex
2022-08-28,38000000,Lokogoma District,4,detached duplex
2022-08-28,180000000,Guzape District,4,semi-detached duplex
2022-08-28,75000000,Durumi,4,terraced duplex
2022-08-27,90000000,Lugbe District,4,semi-detached duplex
2022-08-27,150000000,Gaduwa,5,detached duplex
2022-08-27,150000000,Guzape District,4,terraced duplex
2022-08-27,130000000,Lugbe District,4,detached duplex
2022-08-27,900000000,Asokoro District,4,semi-detached duplex
2022-08-27,33000000,Lugbe District,3,detached bungalow
2022-03-17,1550000000,Asokoro District,7,detached duplex
2022-04-24,1200000000,Guzape District,6,detached duplex
2021-11-19,190000000,Gwarinpa,5,detached duplex
2022-06-09,57000000,Asokoro District,3,terraced duplex
2022-08-26,470000000,Katampe,4,terraced duplex
2022-08-26,230000000,Karsana,6,detached duplex
2022-08-26,52000000,Karmo,3,terraced duplex
2022-08-26,180000000,Guzape District,4,detached duplex
2022-07-28,65000000,Asokoro District,3,terraced duplex
2022-08-07,230000000,Gwarinpa,7,detached duplex
2022-08-13,50000000,Katampe,4,terraced duplex
